Nombre y Apellidos / Izen-abizenak,Vecindad / Non bizi zen,Lugar Muerte / Non hil zuten,Fecha / Data,Modo / Nola hil zuten
"Bergareche, Juan",Aramaio,Durango,1936-10-01,Muerto frente / Frontean hila
"Bergareche, Marcos",Arrasate,,,Fusilado / Fusilatua
"Beriain Ugalde, Tomas",Hernani,Eibar,1936-10-08,Muerto frente / Frontean hila
"Berichinaga Garitaonaindia, Isabel",Bergara,Hospital Civil,1936-11-17,Muerto frente / Frontean hila
"Beristain Aldalur, Jose Antonio",Zumaia,Zumaia,1938-06-05,Fusilado / Fusilatua
"Bermeco Lasa, Lazaro",,Limpias,1937-07-10,Muerto frente / Frontean hila
"Bermejillo Acasuso, Leandro",Pasaia,Hernani,1936-10-10,Fusilado / Fusilatua
"Bermeosolo Garay, Gregorio",,Amurrio,1937-05-31,Muerto frente / Frontean hila
"Bermudez Moro, Enrique",Bilbo,Bilbo,1937-10-27,Fusilado / Fusilatua
"Bermudez Navarro, Felix",Olite,Hospital Militar,1936-09-18,Muerto frente / Frontean hila
"Berna Perez, Antonio",Bilbo,Bilbo,1937-07-14,Fusilado / Fusilatua
"Bernabe Martinez, Juan",Deustu,Prision Deustu,1938-03-12,Fusilado / Fusilatua
"Bernaldez Diaz, Juan",Barcarrota,Prision Orduña,1941-03-16,Muerto prisión / Espetxean hila
"Bernardo Gonzalez, Hilario",Erandio,Olaeta,1937-04-04,Muerto frente / Frontean hila
"Bernas Zumelaga, Francisco",Arrazola,San Bernabe,1936-09-16,Muerto frente / Frontean hila
"Bernedo, Victor",Beasain,Bilbo,,Fusilado / Fusilatua
"Berra Zapirain, Jose",Donostia,Sollube,1937-05-16,Muerto frente / Frontean hila
"Berretiaga Zubiaur, Benito",Santurtzi,Zornotza,1937-05-16,Muerto frente / Frontean hila
"Berriochoa Azconaga, Francisco",,Lemoa,1937-05-30,Muerto frente / Frontean hila
"Berriozabal Guridi, Justo",Getxo,Elgeta,1937-04-20,Muerto frente / Frontean hila
"Berro San Pedro, Jose Maria",,Valdecilla,1937-07-08,Muerto frente / Frontean hila
"Berroeta Ontañon, Santiago",,Lemoa,1937-06-05,Muerto frente / Frontean hila
"Berrojos Sainz, Raimundo",,,1937-06-08,Muerto frente / Frontean hila
"Berrondo Garay, Pedro",Erandio,Bilbo,1937-12-16,Fusilado / Fusilatua
"Berrondo, Jose Manuel",Oiartzun,Endarlatsa,,Fusilado / Fusilatua
"Berrospe Usandizaga, Ambrosio",Hondarribia,,1936-09-11,Fusilado / Fusilatua
"Berrueta Uriarte, Eusebio",Bilbo,Euba,1937-05-16,Muerto frente / Frontean hila
"Berruezo San Cristobal, Wenceslao",Barakaldo,Cuartel Solocoeche,1937-04-21,Muerto frente / Frontean hila
"Berruezo Urbizu, Miguel",,,,Muerto frente / Frontean hila
"Bertol Garrastazu, Luis",Bilbo,Urkiola,1937-04-14,Muerto frente / Frontean hila
"Bertoni, Pietro",Italia,Irun,1936-08-28,Muerto frente / Frontean hila
"Bertran Checa, Jose",Deustu,Prision Deustu,1939-05-23,Fusilado / Fusilatua
"Besarte Michelena, Jose Hilario",Errenteria,Artxanda,1937-06-16,Muerto frente / Frontean hila
"Besora Corbato, Mateos",Donostia,Lezama,1937-05-14,Muerto frente / Frontean hila
"Beteta Heredia, Jose",Deustu,Prision Deustu,1938-07-17,Fusilado / Fusilatua
"Betolaza Gallastegui, Julio",Eibar,Santander,1937-08-25,Muerto frente / Frontean hila
"Betolaza Gonzalez, Santiago",Gasteiz,Amurrio,1937-03-05,Muerto frente / Frontean hila
"Beunza, Luis",,Hospital Basurto,1937-06-19,Muerto frente / Frontean hila
"Beyette Celard, Francisco",Bilbo,Ubidea,1936-12-02,Muerto frente / Frontean hila
"Bibas Alegre, Pedro",Deustu,Prision Deustu,1939-03-11,Fusilado / Fusilatua
"Bibriesca Mangado, Nicasio",Olite,,1937-08-19,Muerto frente / Frontean hila
"Bicandi Anacabe, Engracia",Berriatua,Azterrika,1937-02-24,Otras circunstancias / Beste batzuk
"Bicandi Ortuza, Argimiro",Sestao,Mungia,1937-05-09,Muerto frente / Frontean hila
"Bicandi, X.",Bilbo,Bilbo,,Fusilado / Fusilatua
"Bidaburu Aramburuzabala, Francisco",Arrasate,Legazpia,,Fusilado / Fusilatua
"Bidegain Yerobi, Luis",,Ajuria,1937-04-30,Muerto frente / Frontean hila
"Bideguren Badiola, Ramon",Bilbo,Elgeta,1937-04-25,Muerto frente / Frontean hila
"Bielsa Higuera, Angel",Tolosa,Bilbo,1937-06-19,Muerto frente / Frontean hila
"Bienvenido Cami, Amadeo",Pira,Prision Orduña,1939-02-18,Muerto prisión / Espetxean hila
"Bijemerce, Marcelino",,,1937-05-04,Muerto frente / Frontean hila
"Bikondoa Piloña, Diego",Donostia,,,Desaparecido / Desagertua
"Bilbao Aguinaga, Jose Luis",Deustu,Sollube,1937-05-14,Muerto frente / Frontean hila
"Bilbao Aguirre, Florencio",Busturia,Derio,1937-08-05,Fusilado / Fusilatua
"Bilbao Ansoleaga, Jose Maria",Plentzia,Logroño,1937-07-28,Fusilado / Fusilatua
"Bilbao Arias, Casimiro",Barakaldo,Nafarrete,1936-12-18,Muerto frente / Frontean hila
"Bilbao Arrizabalaga, Agapito",,,,Muerto frente / Frontean hila
"Bilbao Astuy, Victorio",Bilbo,Asturias,1937-03-31,Muerto frente / Frontean hila
"Bilbao Atutxa, Maximo",,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Bilbao Aurtenechea, Federico",Mungia,Legutio,1936-12-02,Muerto frente / Frontean hila
"Bilbao Bagazgoitia, Hilario",Bergara,Hospital Gernika,1937-02-01,Muerto frente / Frontean hila
"Bilbao Barcena, Angel",,Hospital Basurto,1937-06-19,Muerto frente / Frontean hila
"Bilbao Basoita-Ormaechea, Jose Maria",Bilbo,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Bilbao Basterrechea, Hermenegildo",Barakaldo,Fika,1937-06-11,Muerto frente / Frontean hila
"Bilbao Bilbao, Eugenio",,Sollube,1937-05-08,Muerto frente / Frontean hila
"Bilbao Bilbao, Fermin",Bilbo,Urkiola,1937-04-14,Muerto frente / Frontean hila
"Bilbao Bilbao, Francisco",Erandio,Lemoa,1937-06-04,Muerto frente / Frontean hila
"Bilbao Castelar, Francisco",Somorrostro,Asturias,1937-03-07,Muerto frente / Frontean hila
"Bilbao Ciarreta, Pedro",Busturia,Legutio,1936-12-02,Muerto frente / Frontean hila
"Bilbao Echebarria, Isidro",,,1937-05-17,Muerto frente / Frontean hila
"Bilbao Echezarreta, Esteban",Dima,Dima,1937-04-06,Bombardeo / Bonbardaketan hila
"Bilbao Elorriaga, Domingo",,Artxanda,1937-06-16,Muerto frente / Frontean hila
"Bilbao Endemano, Leandro",Mungia,Mungia,,Fusilado / Fusilatua
"Bilbao Erezuma, Secundino",Rigoitia,Lemoa,1937-05-25,Muerto frente / Frontean hila
"Bilbao Fullaondo, Florencio",Urduliz,Hospital Basurto,1937-02-16,Muerto frente / Frontean hila
"Bilbao Garay, Antonio",Errigoiti,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Bilbao Gaztañaga, Juan Antonio",Bilbo,El Carmelo,1939-04-12,Fusilado / Fusilatua
"Bilbao Goitia, Jose",Bilbo,Urkiola,1937-04-06,Muerto frente / Frontean hila
"Bilbao Guerediaga, Demetrio",Sestao,Nafarrate,1936-12-08,Muerto frente / Frontean hila
"Bilbao Igunza, Francisco",Gaztelu Elexabeitia,Otxandio,1937-04-05,Muerto frente / Frontean hila
"Bilbao Iñarra, Pedro",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Bilbao Larrabeiti, Agustin",,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Bilbao Learra, Florencio",Lamiako,Otxandio,1937-03-31,Muerto frente / Frontean hila
"Bilbao Llona, Jose",Bilbo,Eibar,1937-04-09,Muerto frente / Frontean hila
"Bilbao Loroño, Julian",Bilbo,Urkiola,1937-04-15,Muerto frente / Frontean hila
"Bilbao Madariaga, Felipe",Bermeo,Bilbo,1937-08-03,Fusilado / Fusilatua
"Bilbao Marin, Carlos",Bilbo,Bilbo,1937-07-21,Fusilado / Fusilatua
"Bilbao Monasterio, Eulogio",Bilbo,Bilbo,1937-08-03,Fusilado / Fusilatua
"Bilbao Moya, Juan",Getxo,Albertia,1937-03-31,Muerto frente / Frontean hila
"Bilbao Olivares, Miguel",Bilbo,Santander,,Muerto frente / Frontean hila
"Bilbao Orraindia, Ramon",Gorliz,Bilbo,1937-07-22,Fusilado / Fusilatua
"Bilbao Pierat, Gerardo",,,,Muerto frente / Frontean hila
"Bilbao Rojas, Alejandro",Bilbo,Sollube,1937-05-12,Muerto frente / Frontean hila
"Bilbao Ruiz, Victor",Sestao,Bilbo,1937-12-13,Fusilado / Fusilatua
"Bilbao Salazar, Jose",Barakaldo,Otxandio,1936-12-02,Muerto frente / Frontean hila
"Bilbao Sangroniz, Ignacio",,,1937-05-17,Muerto frente / Frontean hila
"Bilbao Uriarte, Gonzalo",,,,Muerto frente / Frontean hila
"Bilbao Uriona, Maria Santa",Muxika,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Bilbao Zubiaur, Nicolas",Sondika,Elorrio,1937-04-23,Muerto frente / Frontean hila
"Bilbao, Florentino",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Bilbao, Hilario",Bergara,Larragorri,1937-04-04,Muerto frente / Frontean hila
"Bilbao, Teresa",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Bilbatua Eceiza, Damaso",,Durango,1937-03-31,Muerto frente / Frontean hila
"Billalabeitia Maurolagoitia, Rafael",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Bizcarra, Juan",,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Bizkarguenaga Beascoechea, Francisca",Lemoa,Barakaldo,1937-05-26,Bombardeo / Bonbardaketan hila
"Bizkarra Jadiaga, Juan",Abadiño,Zaldibar,1937-04-25,Muerto frente / Frontean hila
"Bizkarrondo Azkue, Carlos",Oronoz,Gueñes,1937-06-24,Muerto frente / Frontean hila
"Blades Chaus, Tomas",A Coruña,Alta Mar,1937-01-19,Muerto frente / Frontean hila
"Blanco Alcazar, Santiago",Villarreal,Otxandio,1936-11-30,Muerto frente / Frontean hila
"Blanco Alvarez, Leandro Santiago",,,,Muerto frente / Frontean hila
"Blanco Angulo, Pedro",Erandio,Cantabrico,1937-01-16,Muerto frente / Frontean hila
"Blanco Aramburu, Florencio",,,1937-05-14,Muerto frente / Frontean hila
"Blanco Arranz, Joaquin",,,,Muerto frente / Frontean hila
"Blanco Bitre, Manuel",,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Blanco Blanco, Julian",Beasain,Hospital Civil,1937-06-13,Muerto frente / Frontean hila
"Blanco Cesteros, Felix",,,,Muerto frente / Frontean hila
"Blanco Cruz, Antonio",Donostia,Durango,1937-04-30,Muerto frente / Frontean hila
"Blanco Estevez, Antonio",,Otxandio,1937-04-22,Muerto frente / Frontean hila
"Blanco Garcia, Florentino",Bilbo,Barazar,1937-04-07,Muerto frente / Frontean hila
"Blanco Garcia, Juan",,,,Muerto frente / Frontean hila
"Blanco Gascon, Eduardo",,Montellano,1937-06-28,Muerto frente / Frontean hila
"Blanco Guerra, Pablo Manuel",Ortuella,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Blanco Gutierrez, Manuel",,Dima,1937-04-17,Muerto frente / Frontean hila
"Blanco Layunta, Agustin",Abanto,Hospital San Luis,1936-12-28,Muerto frente / Frontean hila
"Blanco Leon, Alberto",Getxo,Sollube,1937-05-06,Muerto frente / Frontean hila
"Blanco Luna, Jose",Deustu,Prision Deustu,1938-10-01,Fusilado / Fusilatua
"Blanco Martin, Vicente",,,1937-04-07,Muerto frente / Frontean hila
"Blanco Mendicute, Manuel",Abanto,Ubidea,1936-12-04,Muerto frente / Frontean hila
"Blanco Moreno, Hilario",Santurtzi,Hospital Basurto,1937-06-12,Muerto frente / Frontean hila
"Blanco Paniego, Esteban",Burgos,Ubidea,1936-11-30,Muerto frente / Frontean hila
"Blanco Perez, Abelardo",Sestao,Asturias,1937-02-22,Muerto frente / Frontean hila
"Blanco Quintana, Lamberto",Sestao,Gernika,1937-05-02,Muerto frente / Frontean hila
"Blanco Ramos, Eduardo",Erandio,Aramaio,1937-04-04,Muerto frente / Frontean hila
"Blanco Rodriguez, Eleuterio",Alonsotegi,Barakaldo,1937-06-13,Bombardeo / Bonbardaketan hila
"Blanco Rodriguez, Joaquin",,,,Muerto frente / Frontean hila
"Blanco Sanchez, Valentin",Gallarta,Ubidea,1936-10-08,Muerto frente / Frontean hila
"Blanco Soto, Santiago",Barakaldo,Zugastieta,1937-05-05,Muerto frente / Frontean hila
"Blanco Torre, Crisanto",Valle De Mena,Ipistikarriaga,1937-04-20,Muerto frente / Frontean hila
"Blanco Valdivieso, Florentino",Arrigorriaga,Los Tornos,1936-12-05,Muerto frente / Frontean hila
"Blanco Varela, Manuel",Bilbo,Oketa,1937-04-02,Muerto frente / Frontean hila
"Blanco Yañez, Juan",Bilbo,Eibar,1937-04-25,Muerto frente / Frontean hila
"Blanco, Benigno",,,1937-05-31,Muerto frente / Frontean hila
"Blanco, X.",Amurrio,,,Fusilado / Fusilatua
"Blasco Aizpurua, Antonio",,,,Muerto frente / Frontean hila
"Blasco Lumbreras, Miguel",Bilbo,Asturias,1937-02-21,Muerto frente / Frontean hila
"Blasco Salas, Eugenio",Bilbo,Ubidea,1937-04-01,Muerto frente / Frontean hila
"Blazquez Herran, Aniano",Bilbo,Otxandio,1937-04-02,Muerto frente / Frontean hila
"Blazquez Navarro, Lorenzo",Arrasate,Elgeta,1937-04-22,Muerto frente / Frontean hila
"Blazquez Ramiro, Heliodoro",Zarautz,Bilbo,1936-12-15,Fusilado / Fusilatua
"Bodego Gonzalez, Pablo",Bilbo,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Boga Trasante, Jose",,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Boide, Jose Luis",,,,Muerto frente / Frontean hila
"Bolado Castanedo, Vicente",Santander,Jata,1937-05-23,Muerto frente / Frontean hila
"Bolaños Lopez, Jose",Bilbo,Bilbo,1937-12-18,Fusilado / Fusilatua
"Bolaños Rodriguez, Antonio",Errenteria,Asturias,,Fusilado / Fusilatua
"Bolinaga Arregui, Pedro",Arrasate,,1937-05-08,Muerto frente / Frontean hila
"Bolinaga Arregui, Victor",Arrasate,Murua,1936-12-13,Muerto frente / Frontean hila
"Bolinaga Belar, Eugenio",Elgeta,Oiartzun,1936-07-25,Muerto frente / Frontean hila
"Bolinaga Beldarrain, Pio",Urretxu,Elgeta,1936-10-15,Muerto frente / Frontean hila
"Bolinaga Telleria, Mateo",Elgeta,Zorroza,1937-04-22,Bombardeo / Bonbardaketan hila
"Bolivar Teja, Mariano",Santander,Hospital Barakaldo,1937-05-14,Muerto frente / Frontean hila
"Bollada Incera, Pascual",Barakaldo,Legutio,1936-12-02,Muerto frente / Frontean hila
"Bollada Incera, Roberto",Barakaldo,Asturias,1936-10-11,Muerto frente / Frontean hila
"Bollain Escudero, Cipriano",Eibar,Eibar,1936-09-21,Muerto frente / Frontean hila
"Bollo Gutierrez, Agustin",Bilbo,,,Muerto frente / Frontean hila
"Bolumburu Astorquiza, Angel",Zamudio,Otxandio,1937-04-03,Muerto frente / Frontean hila
"Bolumburu Uriguen, Crispulo",Eibar,Bilbo,1937-06-20,Muerto frente / Frontean hila
"Bolumburu, Manuela",Ordizia,,1939-03-08,Fusilado / Fusilatua
"Bombin, Antonio",Biasteri,Haro,1936-07-25,Fusilado / Fusilatua
"Bona Ruiz, Faustino",Bilbo,Bilbo,1937-03-28,Muerto frente / Frontean hila
"Bonada Pous, Juan",Deustu,Prision Deustu,1939-03-19,Fusilado / Fusilatua
"Borbajo Fernandez, Fernando",Asturias,Sollube,1937-05-10,Muerto frente / Frontean hila
"Borde Larrea, Agustin",Zollo,Nafarrate,1936-12-05,Muerto frente / Frontean hila
"Borde, Daniel",,Asturias,,Muerto frente / Frontean hila
"Bordegaray Arroyo, Luisa",Getxo,Bilbo,1936-09-25,Bombardeo / Bonbardaketan hila
"Borges Sanchis, Joaquin",,Sevilla La Nueva,1936-11-01,Muerto frente / Frontean hila
"Borobio Martinez, Angel",Bilbo,Bizkargi,1937-05-11,Muerto frente / Frontean hila
"Borque Aparicio, Tomas",Bilbo,Lekeitio,1936-12-31,Muerto frente / Frontean hila
"Borrego Martinez, Luis",,,,Muerto frente / Frontean hila
"Borreguero Heredero, Faustino",,Asturias,1936-11-02,Muerto frente / Frontean hila
"Boulandier Garay, Rafael",Donostia,Donostia,1939-08-27,Fusilado / Fusilatua
"Bourgeaud Viguera, Luis",Bilbo,Hospital Civil,1937-11-27,Muerto prisión / Espetxean hila
"Bouzan Gazaga, Abelardo",Bilbo,Sollube,1937-05-10,Muerto frente / Frontean hila
"Bove Sanz, Luis",Deustu,Prision Deustu,1938-11-12,Fusilado / Fusilatua
"Bover Benet, Francisco",Deustu,Prision Deustu,1939-04-23,Fusilado / Fusilatua
"Bover More, Juan",Deustu,Prision Deustu,1939-03-03,Fusilado / Fusilatua
"Brade, Pablo",,Dima,1937-04-06,Muerto frente / Frontean hila
"Braga, Celestino",,,1937-05-09,Muerto frente / Frontean hila
"Bragado Alba, Eliseo",,,,Muerto frente / Frontean hila
"Braña Lopez, Angel",Oiartzun,Lesaka,1936-08-11,Fusilado / Fusilatua
"Braña Santamaria, Jose",Bilbo,Ubidea,1936-12-03,Muerto frente / Frontean hila
"Bravo Garcia, Prudenciano",Tolosa,Udala,1937-01-21,Muerto frente / Frontean hila
"Bravo Gonzalez, Saturnino",,Limpias,1937-07-10,Muerto frente / Frontean hila
"Bravo Goyenechea, Juan Antonio",Bilbo,Hospital Civil,1936-12-05,Muerto frente / Frontean hila
"Bravo Goyenechea, Saturnino",Bilbo,Hospital Civil,1936-12-05,Muerto frente / Frontean hila
"Bravo Guijarro, Fructuoso",Cañaveral De Leon,Prision Orduña,1941-05-15,Muerto prisión / Espetxean hila
"Bravo Marañon, Pedro",Santurtzi,Bizkargi,1937-06-13,Muerto frente / Frontean hila
"Bravo Santamaria, Saturnino",Aretxabaleta,Barazar,1937-04-09,Muerto frente / Frontean hila
"Bravo Sorroquieta, Pedro",,,,Muerto frente / Frontean hila
"Breijo, Gabriel",Bilbo,Banderas,1940-02-18,Fusilado / Fusilatua
"Brell Garcia, Antonio",Bilbo,Amurrio,1937-05-29,Muerto frente / Frontean hila
"Brell Garcia, Santiago",Bilbo,Asturias,1936-10-31,Muerto frente / Frontean hila
"Breton, Macario",,Irun,1936-08-20,Muerto frente / Frontean hila
"Brias Alvarez, Perfecto",Barcelona,Euba,1937-05-10,Muerto frente / Frontean hila
"Bringas Caracamo, Jose Ramon",Bilbo,Asturias,1937-02-24,Muerto frente / Frontean hila
"Bringas Larrinaga, Luis",Barakaldo,Legutio,1936-12-02,Muerto frente / Frontean hila
"Bringas Mantecon, Marcos",Laredo,Bermeo,1937-05-03,Muerto frente / Frontean hila
"Bringas Ortiz, Feliciano",Barakaldo,Barazar,1937-04-05,Muerto frente / Frontean hila
"Briñas Muga, Clemente",Gernika,Bilbo,,Fusilado / Fusilatua
"Briñas Rosales, Manuel",,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Brion Martinez, Carmelo",Pasaia,Durango,1937-04-30,Muerto frente / Frontean hila
"Brion, Teodule",Francia,Irun,1936-08-28,Muerto frente / Frontean hila
"Brioncos Molero, Andres",Burgos,Elorrio,1937-04-22,Muerto frente / Frontean hila
"Briz Arce, Fernando",Beasain,Akondia,1936-11-18,Muerto frente / Frontean hila
"Brotons Llona, Lucio",Donostia,Donostia,1940-08-27,Fusilado / Fusilatua
"Bru Pujol, Estanislao",Deustu,Prision Deustu,1939-02-04,Fusilado / Fusilatua
"Brulo, Miguel",Bilbo,Banderas,1940-02-18,Fusilado / Fusilatua
"Bruña Cendoya, Jose",Donostia,Donostia,1937-12-12,Fusilado / Fusilatua
"Bruñas, Paco",,Eibar,,Muerto frente / Frontean hila
"Bua Bengoechea, Manuel",,Amurrio,1937-05-26,Muerto frente / Frontean hila
"Buena Gabicagogeascoa, Jose",Elantxobe,Hospital Basurto,1937-06-08,Muerto frente / Frontean hila
"Bueno Albizua, Damaso",Bilbo,Legutio,1936-12-02,Muerto frente / Frontean hila
"Bueno Arizemendi, Julio",Eibar,Etxano,1937-05-17,Fusilado / Fusilatua
"Bueno Arizmendi, Felix",,Bilbo,1937-06-01,Muerto frente / Frontean hila
"Bueno Arizmendi, Julio",,,,Muerto frente / Frontean hila
"Bueno De Francisco, Miguel",Amezketa,Tolosa,,Desaparecido / Desagertua
"Bueno Martinez, Urbano",Eibar,Ubidea,1937-03-31,Muerto frente / Frontean hila
"Bugallo Fernandez, Ramona",Sestao,Sestao,1936-10-10,Bombardeo / Bonbardaketan hila
"Buil Mugica, Dionisio",Barakaldo,Hospital Barakaldo,1937-06-07,Muerto frente / Frontean hila
"Buixade Arau, Salvador",Deustu,Prision Deustu,1939-04-02,Fusilado / Fusilatua
"Bujan Gonzalez, Maria Luz",Barakaldo,Barakaldo,1937-06-13,Bombardeo / Bonbardaketan hila
"Bujanda Martinez, Jesus",Olaberria,,1936-08-09,Fusilado / Fusilatua
"Bujanda Sarasola, Benito",Donostia,Lemoa,1937-06-03,Muerto frente / Frontean hila
"Bulbena Feliu, Vicente",Deustu,Prision Deustu,1938-03-15,Fusilado / Fusilatua
"Burgo Gonzalez, Jose",,,,Muerto frente / Frontean hila
"Burgos Fernandez, Fernando",Bilbo,Bilbo,1938-09-16,Fusilado / Fusilatua
"Burgos Martin, Mariano",,,1937-05-15,Muerto frente / Frontean hila
"Buruaga Schosser, Kepa Jon",,,1937-05-13,Muerto frente / Frontean hila
"Burugain Ibarreche, Fidel",Ibarra,Hospital Basurto,1937-03-18,Muerto frente / Frontean hila
"Burutaran Ormazabal, Pantaleon",Donostia,Hernani,1936-10-01,Fusilado / Fusilatua
"Burutaran Ormazabal, Saturio",Donostia,Hernani,1936-10-01,Fusilado / Fusilatua
"Busquets Crons, Juan",Deustu,Prision Deustu,1939-04-08,Fusilado / Fusilatua
"Bustamante Diaz, Leocadio",Tolosa,Derio,1937-12-16,Fusilado / Fusilatua
"Bustamante Garcia, Segundo",Tolosa,Tolosa,1936-10-28,Fusilado / Fusilatua
"Bustamante Lopez, Jose",Basauri,Barazar,1937-04-09,Muerto frente / Frontean hila
"Bustillo Fernandez, Vicente",Donostia,Donostia,1939-11-27,Fusilado / Fusilatua
"Bustillo Hurtado, Vicente",Barakaldo,Cantabrico,1937-03-05,Muerto frente / Frontean hila
"Bustinduy Eguren, Pedro",Barakaldo,Etxano,1937-05-23,Muerto frente / Frontean hila
"Bustinza Aguinaga, Jose Luis",,Euba,1937-05-01,Muerto frente / Frontean hila
"Bustinza Bernaola, Francisco Javier",Arantzatzu,Villaro,1937-04-06,Bombardeo / Bonbardaketan hila
"Bustinza Bustillo, Jose",Bilbo,Sollube,1937-05-08,Muerto frente / Frontean hila
"Bustinza Bustillo, Juan",Bilbo,Sollube,1937-05-08,Muerto frente / Frontean hila
"Bustinza Gomez, Julio",Bilbo,,,Muerto frente / Frontean hila
"Bustinza Hormaetxea, Bernardo",Bermeo,Artxanda,,Muerto frente / Frontean hila
"Bustunduy Elorduy, Francisco",Bolibar,,,Muerto frente / Frontean hila
"Butaña Vigil, Abilio",,Sollube,1937-05-10,Muerto frente / Frontean hila
"Butron Bilbao, Pedro",Errigoiti,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Butron Del Valle, Martin",San Salvador Del Valle,Ubidea,1936-12-12,Muerto frente / Frontean hila
"Butron Iturregui, Juana",Mungia,Getxo,1937-05-26,Bombardeo / Bonbardaketan hila
"Butron Marquina, Saturnino",Abanto,Eibar,1937-04-20,Muerto frente / Frontean hila
"Cabada Bustamante, Jose",Santander,Lanestosa,1937-02-24,Muerto frente / Frontean hila
"Caballero Andres, Manuel",,Orduña,1937-05-29,Muerto frente / Frontean hila
"Caballero Barroso, Domingo",Gasteiz,Gasteiz,1936-07-24,Fusilado / Fusilatua
"Caballero Gonzalez, Manuel",Gasteiz,Gasteiz,1938-06-03,Fusilado / Fusilatua
"Caballero Ortiz, Joaquin",,,,Desaparecido / Desagertua
"Caballero Prieto, Antonio",Bermeo,Bizkargi,1937-05-16,Muerto frente / Frontean hila
"Caballero Ribera, Tomas",Logroño,Eltziego,1936-08-13,Fusilado / Fusilatua
"Caballero Salan, Marcelino",,Mungia,1937-05-20,Muerto frente / Frontean hila
"Caballero Solana, Julio",,Lanestosa,1936-12-02,Muerto frente / Frontean hila
"Cabanas Latorre, Manuel",Ortuella,Legutio,1936-12-02,Muerto frente / Frontean hila
"Cabañas Val, Eutiquio",,,,Muerto frente / Frontean hila
"Cabello Careaga, Jose Maria",Sopuerta,Ubidea,1936-12-12,Muerto frente / Frontean hila
